FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,NewRatingPending,Longitude,Latitude,AddressLine4
1243404,20/00185/COMM,Fogo De Chao Soho,Restaurant/Cafe/Canteen,1,17 WARDOUR STREET,,LONDON,W1D 6PJ,4,fhrs_4_en-GB,2022-09-01,533,Westminster,,,,FALSE,,,
912397,16/00366/COMM,Foleys,Restaurant/Cafe/Canteen,1,23 FOLEY STREET,,LONDON,W1W 6DU,5,fhrs_5_en-GB,2020-09-02,533,Westminster,0,0,0,FALSE,-0.1404548,51.5193648,
1182401,19/00392/COMM,Folie,Restaurant/Cafe/Canteen,1,"BASEMENT AND GROUND FLOOR, 37-38 GOLDEN SQUARE",,LONDON,W1F 9BS,4,fhrs_4_en-GB,2022-05-10,533,Westminster,5,5,10,FALSE,,,
411509,00471/0005/0/001,Food & News,Retailers - other,4613,"BASEMENT AND GROUND FLOOR, IRVING HOUSE, 5 IRVING STREET",,LONDON,WC2H 7AT,5,fhrs_5_en-GB,2023-04-24,533,Westminster,0,0,5,FALSE,-0.1290168,51.5100553,
1590013,23/00057/COMM,Food Boutique,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,,,
1182406,19/00402/COMM,Food Factory Project,Restaurant/Cafe/Canteen,1,"ST MARK'S CHURCH, NORTH AUDLEY STREET",,LONDON,W1K 6ZA,5,fhrs_5_en-GB,2022-03-31,533,Westminster,5,5,5,FALSE,,,
1355687,21/00195/COMM,Food Icon London,Other catering premises,7841,,,,,3,fhrs_3_en-GB,2021-09-23,533,Westminster,5,10,10,FALSE,,,
1099883,19/00031/COMM,Food Works Turkish Kitchen,Takeaway/sandwich shop,7844,51 STRUTTON GROUND,,LONDON,SW1P 2HY,1,fhrs_1_en-GB,2022-07-25,533,Westminster,10,15,20,FALSE,-0.133499,51.4966556,
1368043,20/00086/COMM,Foodcycle Marylebone,Restaurant/Cafe/Canteen,1,"CHRISTCHURCH HOUSE, 35 COSWAY STREET",,LONDON,NW1 5BT,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1663596,51.5214542,
1516074,22/00324/COMM,Foodcycle Marylebone,Restaurant/Cafe/Canteen,1,"ST PAULS CHURCH CENTRE, ROSSMORE ROAD",,LONDON,NW1 6NJ,5,fhrs_5_en-GB,2022-10-12,533,Westminster,0,0,0,FALSE,,,
1474148,20/00164/COMM,Fooditude,Other catering premises,7841,30 BERNERS STREET,,LONDON,W1T 3LR,5,fhrs_5_en-GB,2022-05-05,533,Westminster,0,5,5,FALSE,-0.1371211,51.5184036,
1199179,19/00434/COMM,Fooditude,Other catering premises,7841,42 BERNERS STREET,,LONDON,W1T 3ND,5,fhrs_5_en-GB,2021-07-19,533,Westminster,0,0,0,FALSE,-0.1375876,51.518228,
1605547,23/00167/COMM,Fooditude,Restaurant/Cafe/Canteen,1,"BELGRAVE HOUSE, 76 BUCKINGHAM PALACE ROAD",,LONDON,SW1W 9TQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1463891,51.4953402,
1392210,21/00473/COMM,Fooditude,Other catering premises,7841,"BROCK HOUSE, 19 LANGHAM STREET",,LONDON,W1W 6BP,4,fhrs_4_en-GB,2022-06-20,533,Westminster,10,0,10,FALSE,,,
1435814,21/00842/COMM,Fooditude,Other catering premises,7841,"KNIGHTWAY HOUSE, 20 SOHO SQUARE",,LONDON,W1D 3QW,4,fhrs_4_en-GB,2022-03-09,533,Westminster,5,10,5,FALSE,,,
1548831,22/00595/COMM,Fooditude,Other catering premises,7841,,,,,4,fhrs_4_en-GB,2022-10-03,533,Westminster,5,0,10,FALSE,,,
1453027,22/00047/COMM,Foodwise Express,Retailers - other,4613,6 NORFOLK PLACE,,LONDON,W2 1QN,5,fhrs_5_en-GB,2022-09-21,533,Westminster,0,0,5,FALSE,-0.1718323,51.5165397,
1250893,20/00236/COMM,Foodwise Local,Retailers - other,4613,7 NORFOLK PLACE,,LONDON,W2 1QL,5,fhrs_5_en-GB,2021-03-11,533,Westminster,0,5,5,FALSE,-0.1720142,51.5166774,
932322,01015/4000/0/000,Footstool,Restaurant/Cafe/Canteen,1,"ST JOHNS CHURCH, SMITH SQUARE",,LONDON,SW1P 3HA,5,fhrs_5_en-GB,2019-11-21,533,Westminster,0,5,0,FALSE,,,
1413615,21/00651/COMM,Fora - Fitzrovia Eastcastle,Restaurant/Cafe/Canteen,1,"EASTGATE HOUSE, 16-19 EASTCASTLE STREET",,LONDON,W1W 8DA,5,fhrs_5_en-GB,2021-11-16,533,Westminster,0,5,0,FALSE,,,
413346,01154/0011/0/000,Fora Restaurant,Restaurant/Cafe/Canteen,1,11 CIRCUS ROAD,,LONDON,NW8 6NX,3,fhrs_3_en-GB,2020-03-12,533,Westminster,10,10,10,FALSE,-0.1717963,51.5336252,
1109122,19/00086/COMM,Formative,Restaurant/Cafe/Canteen,1,4 BUTLER PLACE,,LONDON,SW1H 0QD,5,fhrs_5_en-GB,2019-10-15,533,Westminster,5,5,5,FALSE,,,
1516061,22/00305/COMM,Formosa Flowers & Chocolatier,Retailers - other,4613,2 FORMOSA STREET,,LONDON,W9 1EE,5,fhrs_5_en-GB,2022-06-14,533,Westminster,5,0,5,FALSE,-0.1844672,51.5246494,
410850,00038/2001/2/000,Forrester Court Nursing Home,Other catering premises,7841,1 CIRENCESTER STREET,,LONDON,W2 5SR,5,fhrs_5_en-GB,2021-09-28,533,Westminster,0,0,5,FALSE,-0.191123,51.5218476,
411632,00515/0181/0/000,Fortnum & Mason,Retailers - other,4613,181-186 PICCADILLY,,LONDON,,5,fhrs_5_en-GB,2021-02-16,533,Westminster,5,0,5,FALSE,,,
414126,01534/4000/0/000,Fortune Theatre,Restaurant/Cafe/Canteen,1,"FORTUNE THEATRE, RUSSELL STREET",,LONDON,WC2B 5HH,4,fhrs_4_en-GB,2012-08-13,533,Westminster,0,10,0,FALSE,,,
412871,00953/0040/3/100,Forty Dean Street,Restaurant/Cafe/Canteen,1,40 DEAN STREET,,LONDON,W1D 4PX,3,fhrs_3_en-GB,2021-08-18,533,Westminster,10,10,10,FALSE,-0.1320946,51.5133777,
427828,00572/0109/0/000,Fountains Abbey Public House,Restaurant/Cafe/Canteen,1,"FOUNTAINS ABBEY, 109-111 PRAED STREET",,LONDON,W2 1RL,5,fhrs_5_en-GB,2022-08-01,533,Westminster,0,5,0,FALSE,-0.1729865,51.5168724,
412167,00688/0023/0/000,Four Seasons Chinese Restaurant,Restaurant/Cafe/Canteen,1,23 WARDOUR STREET,,LONDON,W1D 6PW,4,fhrs_4_en-GB,2022-08-23,533,Westminster,10,5,5,FALSE,-0.1320728,51.5110932,
414055,01512/0084/0/000,Four Seasons Chinese Restaurant,Restaurant/Cafe/Canteen,1,84 QUEENSWAY,,LONDON,W2 3RL,3,fhrs_3_en-GB,2022-10-12,533,Westminster,10,10,10,FALSE,-0.1873981,51.5129234,
411453,00430/4000/0/000,Four Seasons Hotel,Hotel/bed & breakfast/guest house,7842,"FOUR SEASONS HOTEL, HAMILTON PLACE",,LONDON,W1J 7DR,2,fhrs_2_en-GB,2023-03-13,533,Westminster,15,5,10,FALSE,,,
412638,00909/0012/0/000,Four Seasons Restaurant,Restaurant/Cafe/Canteen,1,12 GERRARD STREET,,LONDON,W1D 5PR,3,fhrs_3_en-GB,2022-02-08,533,Westminster,10,10,10,FALSE,,,
414128,01539/0012/0/000,Fourth Feathers Youth And Community Centre,Other catering premises,7841,12 ROSSMORE ROAD,,LONDON,NW1 6NX,4,fhrs_4_en-GB,2022-09-21,533,Westminster,5,5,10,FALSE,-0.1648123,51.5248022,
411148,00209/0029/0/000,Fox & Hounds Public House,Restaurant/Cafe/Canteen,1,29 PASSMORE STREET,,LONDON,SW1W 8HR,3,fhrs_3_en-GB,2014-11-24,533,Westminster,5,10,10,FALSE,-0.1549315,51.4910775,
410856,00049/0046/0/000,Fox House Club,Hotel/bed & breakfast/guest house,7842,46 CLARGES STREET,,LONDON,W1J 7ER,5,fhrs_5_en-GB,2020-09-15,533,Westminster,0,0,0,FALSE,-0.1446586,51.5063739,
1544592,22/00580/COMM,Fr 01 Limited T/A Frankster'S,Restaurant/Cafe/Canteen,1,3 HAREWOOD AVENUE,,LONDON,NW1 6JS,4,fhrs_4_en-GB,2022-11-23,533,Westminster,5,5,10,FALSE,-0.1638988,51.5219286,
1576239,22/00744/COMM,Frame Restaurant,Restaurant/Cafe/Canteen,1,39 HEREFORD ROAD,,LONDON,W2 4AB,5,fhrs_5_en-GB,2023-03-30,533,Westminster,5,5,5,FALSE,-0.1940652,51.5148877,
949276,16/00490/COMM,Frame Victoria,Restaurant/Cafe/Canteen,1,4 BRIDGE PLACE,,LONDON,SW1V 1AF,5,fhrs_5_en-GB,2019-11-12,533,Westminster,0,5,5,FALSE,-0.143005,51.4941691,
1602059,23/00129/COMM,Frameless,Restaurant/Cafe/Canteen,1,6 MARBLE ARCH,,LONDON,W1H 7EJ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1605197,51.5139097,
413709,01362/0039/0/000,Francis Holland School,Restaurant/Cafe/Canteen,1,"FRANCIS HOLLAND SCHOOL, 39 GRAHAM TERRACE",,LONDON,SW1W 8JF,5,fhrs_5_en-GB,2023-03-09,533,Westminster,5,5,5,FALSE,-0.1537957,51.4917341,
411871,00588/0031/0/000,Francis Holland School,Restaurant/Cafe/Canteen,1,"GROUND FLOOR TO SECOND FLOOR, FRANCIS HOLLAND SCHOOL, 31 PARK ROAD",,LONDON,NW1 6XT,5,fhrs_5_en-GB,2021-05-07,533,Westminster,5,5,5,FALSE,,,
411135,00194/0009/0/000,Franciscan Sisters Of The Heart Of Jesus Hostel,Restaurant/Cafe/Canteen,1,9 ST GEORGE'S DRIVE,,LONDON,SW1V 4DJ,Exempt,fhrs_exempt_en-GB,2023-02-09,533,Westminster,,,,FALSE,-0.1460495,51.4916389,
912405,16/00375/COMM,Franco Manca,Restaurant/Cafe/Canteen,1,111 WESTBOURNE GROVE,,LONDON,W2 4UW,5,fhrs_5_en-GB,2020-02-19,533,Westminster,5,5,5,FALSE,-0.1937423,51.5150356,
1090343,18/00414/COMM,Franco Manca,Restaurant/Cafe/Canteen,1,1-5 CATHERINE STREET,,LONDON,WC2B 5JS,5,fhrs_5_en-GB,2021-09-15,533,Westminster,0,0,0,FALSE,-0.1195066,51.5121244,
1371831,15/00262/COMM,Franco Manca,Restaurant/Cafe/Canteen,1,38-39 MAIDEN LANE,,LONDON,WC2E 7LJ,5,fhrs_5_en-GB,2021-05-13,533,Westminster,0,0,0,FALSE,-0.1228698,51.5109463,
780904,15/00089/COMM,Franco Manca,Restaurant/Cafe/Canteen,1,51 BERWICK STREET,,LONDON,W1F 8SJ,5,fhrs_5_en-GB,2019-10-21,533,Westminster,0,5,0,FALSE,-0.13651285,51.51560465,
1073478,18/00254/COMM,Franco Manca,Restaurant/Cafe/Canteen,1,7 SIR SIMON MILTON SQUARE,CITY OF WESTMINSTER,LONDON,SW1E 5DJ,5,fhrs_5_en-GB,2021-12-13,533,Westminster,5,0,0,FALSE,-0.1432203,51.4973816,
1415420,21/00681/COMM,Franco Manca,Restaurant/Cafe/Canteen,1,91-93 BAKER STREET,,LONDON,W1U 6QQ,5,fhrs_5_en-GB,2022-01-18,533,Westminster,0,0,0,FALSE,,,
411551,00480/0061/0/001,Franco'S Restaurant,Restaurant/Cafe/Canteen,1,61-63 JERMYN STREET,,LONDON,SW1Y 6LX,5,fhrs_5_en-GB,2023-03-01,533,Westminster,5,5,0,FALSE,-0.1397395,51.507564,
427908,00761/2001/2/031,Frank Knight,Restaurant/Cafe/Canteen,1,"SECOND FLOOR 2, BERKELEY SQUARE HOUSE, BERKELEY SQUARE",,LONDON,W1J 6DB,5,fhrs_5_en-GB,2020-01-10,533,Westminster,5,5,5,FALSE,-0.1445593,51.5098795,
411719,00530/0518/0/000,Frankfort Arms,Restaurant/Cafe/Canteen,1,518 HARROW ROAD,,LONDON,W9 3QA,4,fhrs_4_en-GB,2019-09-03,533,Westminster,5,10,0,FALSE,-0.2029141,51.5251493,
428149,01576/0355/0/000,Frankie & Benny'S,Restaurant/Cafe/Canteen,1,"BURLEIGH HOUSE, 357 STRAND",,LONDON,WC2R 0HS,5,fhrs_5_en-GB,2020-02-22,533,Westminster,0,5,0,FALSE,-0.1198893,51.5112313,
427829,00572/0144/0/001,Frankie & Benny'S,Restaurant/Cafe/Canteen,1,"GROUND FRONT, 144 PRAED STREET",,LONDON,W2 1HU,2,fhrs_2_en-GB,2023-03-27,533,Westminster,10,15,5,FALSE,-0.1748417,51.5162538,
413749,01379/0046/1/008,Frank'S Coffee House,Restaurant/Cafe/Canteen,1,"GROUND FLOOR 52, BALFOUR HOUSE, 46-54 GREAT TITCHFIELD STREET",,LONDON,W1W 7PZ,5,fhrs_5_en-GB,2016-02-29,533,Westminster,5,5,5,FALSE,-0.1401582,51.518155,
550654,13/00052/COMM,Fratelli,Restaurant/Cafe/Canteen,1,"VERNON HOUSE, 40 SHAFTESBURY AVENUE",,LONDON,W1D 7ER,5,fhrs_5_en-GB,2021-12-16,533,Westminster,5,0,0,FALSE,-0.1330736,51.511289,
963665,17/00150/COMM,Fratelli Greci,Retailers - other,4613,26 SEYMOUR PLACE,,LONDON,W1H 7NN,1,fhrs_1_en-GB,2023-01-27,533,Westminster,5,15,20,FALSE,,,
412179,00688/0060/1/009,Freedom,Restaurant/Cafe/Canteen,1,"BASEMENT AND GROUND FLOOR, NATIONAL HOUSE, 60-66 WARDOUR STREET",,LONDON,W1F 0TA,5,fhrs_5_en-GB,2017-03-23,533,Westminster,0,0,0,FALSE,-0.1332995,51.5128123,
963671,17/00158/COMM,Freej Swaileh,Restaurant/Cafe/Canteen,1,190 EDGWARE ROAD,,LONDON,W2 2DS,2,fhrs_2_en-GB,2022-01-26,533,Westminster,15,10,10,FALSE,-0.1668181,51.5179362,
1199182,19/00438/COMM,Freej Swalieh Kuwaiti Food Restaurant,Takeaway/sandwich shop,7844,86 BROMPTON ROAD,,LONDON,SW3 1ER,5,fhrs_5_en-GB,2019-10-31,533,Westminster,5,5,5,FALSE,-0.1640419,51.4998805,
427920,00849/0081/0/000,Freemasons Arms Public House,Restaurant/Cafe/Canteen,1,81-82 LONG ACRE,,LONDON,WC2E 9NG,5,fhrs_5_en-GB,2021-11-08,533,Westminster,5,5,5,FALSE,-0.1226392,51.5144497,
1568172,22/00710/COMM,French Food Of Mayfair,Retailers - other,4613,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,,,
1175209,19/00352/COMM,French Tacos Uk,Takeaway/sandwich shop,7844,414 HARROW ROAD,,LONDON,W9 2HU,3,fhrs_3_en-GB,2022-10-25,533,Westminster,10,5,10,FALSE,-0.1974399,51.5235905,
963670,17/00157/COMM,Frenchie,Restaurant/Cafe/Canteen,1,"BASEMENT AND GROUND FLOOR, 16 HENRIETTA STREET",,LONDON,WC2E 8QH,5,fhrs_5_en-GB,2022-06-10,533,Westminster,0,5,5,FALSE,-0.1239001,51.5107739,
1403918,21/00573/COMM,Frequency,Restaurant/Cafe/Canteen,1,"THE POINT, 37 NORTH WHARF ROAD",,LONDON,W2 1LA,5,fhrs_5_en-GB,2023-05-04,533,Westminster,5,0,0,FALSE,,,
1499847,22/00267/COMM,Frequeny Coffee - The Point Lobby,Restaurant/Cafe/Canteen,1,"GROUND FLOOR, THE POINT, 37 NORTH WHARF ROAD",,LONDON,W2 1LA,5,fhrs_5_en-GB,2022-05-06,533,Westminster,0,0,0,FALSE,,,
412259,00743/0025/0/000,Fresco,Restaurant/Cafe/Canteen,1,25 WESTBOURNE GROVE,,LONDON,W2 4UA,5,fhrs_5_en-GB,2022-05-17,533,Westminster,5,5,5,FALSE,-0.1894714,51.5155183,
1468068,22/00096/COMM,Fresco,Mobile caterer,7846,"ST MARK'S CHURCH, NORTH AUDLEY STREET",,LONDON,W1K 6ZA,4,fhrs_4_en-GB,2022-02-01,533,Westminster,5,10,5,FALSE,,,
1609836,23/00188/COMM,Fresh Choice Catering Ltd,Restaurant/Cafe/Canteen,1,"DEVELOPMENT SITE AT 31 LONDON STREET, 9 WINSLAND MEWS AND 128-144, PRAED STREET",,LONDON,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1748417,51.5162538,
1619560,CHQ9Q4-X444PC-YTW8D1,Fresho juices,Takeaway/sandwich shop,7844,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,,,
1502836,22/00296/COMM,Fresko,Takeaway/sandwich shop,7844,44 BEDFORD STREET,,LONDON,WC2E 9HA,5,fhrs_5_en-GB,2022-06-13,533,Westminster,0,0,0,FALSE,-0.1237797,51.5101964,
413408,01180/0082/0/000,Friends Supermarket,Retailers - other,4613,82 LUPUS STREET,,LONDON,SW1V 3EL,4,fhrs_4_en-GB,2020-01-31,533,Westminster,10,0,5,FALSE,-0.1421148,51.4877907,
1013749,17/00413/COMM,Frog By Adam Handling,Restaurant/Cafe/Canteen,1,34-35 SOUTHAMPTON STREET,,LONDON,WC2E 7HE,5,fhrs_5_en-GB,2023-03-09,533,Westminster,5,5,5,FALSE,-0.1220524,51.510802,
414501,03/00581/COMM,Frontline Club,Restaurant/Cafe/Canteen,1,13 NORFOLK PLACE,,LONDON,W2 1QJ,5,fhrs_5_en-GB,2023-02-16,533,Westminster,0,0,0,FALSE,-0.1724348,51.5169717,
1619608,NAX6HR-8Y5MTG-AD4W2H,Frying Dutchman,Takeaway/sandwich shop,7844,68 OLD COMPTON STREET,,LONDON,W1D 4UJ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,,,
797952,15/00212/COMM,Fuel Nw8,Restaurant/Cafe/Canteen,1,97A BOUNDARY ROAD,,LONDON,NW8 0RG,5,fhrs_5_en-GB,2019-02-28,533,Westminster,5,0,0,FALSE,-0.1850319,51.5372658,
912395,16/00364/COMM,Fumo,Restaurant/Cafe/Canteen,1,37 ST MARTIN'S LANE,,LONDON,WC2N 4ER,5,fhrs_5_en-GB,2022-07-07,533,Westminster,5,5,0,FALSE,-0.1266959,51.5100722,
1112341,19/00122/COMM,Fusion 54,Restaurant/Cafe/Canteen,1,"FIRST FLOOR, SHERFIELD BUILDING IMPERIAL COLLEGE, EXHIBITION ROAD",,LONDON,SW7 2AZ,5,fhrs_5_en-GB,2019-10-09,533,Westminster,0,0,0,FALSE,-0.1748886,51.4988627,
1415430,21/00693/COMM,Fuwa Fuwa,Restaurant/Cafe/Canteen,1,57A DEAN STREET,,LONDON,W1D 6AJ,5,fhrs_5_en-GB,2022-03-07,533,Westminster,0,0,5,FALSE,-0.1321627,51.5124165,
1595437,01057/0008/0/000,Fyome,Retailers - other,4613,8 THAYER STREET,,LONDON,W1U 3JJ,5,fhrs_5_en-GB,2023-04-04,533,Westminster,0,0,5,FALSE,-0.1516501,51.5176982,
1085044,18/00367/COMM,Gails,Restaurant/Cafe/Canteen,1,12 WESTBOURNE GROVE,,LONDON,W2 5RA,5,fhrs_5_en-GB,2019-11-19,533,Westminster,0,0,0,FALSE,-0.1892085,51.5158101,
412196,00688/0128/0/000,Gails,Restaurant/Cafe/Canteen,1,128 WARDOUR STREET,,LONDON,W1F 8ZL,5,fhrs_5_en-GB,2021-03-16,533,Westminster,0,5,5,FALSE,,,
1154427,19/00245/COMM,Gails,Restaurant/Cafe/Canteen,1,237 ELGIN AVENUE,,LONDON,W9 1NJ,5,fhrs_5_en-GB,2023-04-28,533,Westminster,5,5,5,FALSE,-0.1860659,51.5301237,
772785,15/00054/COMM,Gails,Restaurant/Cafe/Canteen,1,6 SEYMOUR PLACE,,LONDON,W1H 7NA,4,fhrs_4_en-GB,2022-01-13,533,Westminster,5,10,5,FALSE,,,
1568186,22/00726/COMM,Gail'S - Clifton Road,Restaurant/Cafe/Canteen,1,20 CLIFTON ROAD,,LONDON,W9 1ST,5,fhrs_5_en-GB,2023-03-14,533,Westminster,5,5,0,FALSE,-0.1797106,51.5257178,
1435809,21/00837/COMM,Gail'S Bakery,Retailers - other,4613,114 BAKER STREET,,LONDON,W1U 6TR,5,fhrs_5_en-GB,2022-03-04,533,Westminster,0,5,0,FALSE,-0.1567579,51.5211328,
1559390,22/00634/COMM,Gail'S Bakery,Retailers - other,4613,125 GREAT PORTLAND STREET,,LONDON,W1W 6AX,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,,,
1338948,21/00113/COMM,Gail'S Bakery,Restaurant/Cafe/Canteen,1,22-24 BUCKINGHAM PALACE ROAD,,LONDON,SW1W 0QP,5,fhrs_5_en-GB,2021-04-20,533,Westminster,0,0,0,FALSE,-0.1444956,51.4976214,
896550,16/00238/COMM,Gail'S Bakery,Takeaway/sandwich shop,7844,26 CHURTON STREET,,LONDON,SW1V 2LP,5,fhrs_5_en-GB,2020-02-06,533,Westminster,0,0,0,FALSE,-0.1390726,51.4917532,
1382100,21/00406/COMM,Gail'S Bakery,Restaurant/Cafe/Canteen,1,3 CANALSIDE WALK,CITY OF WESTMINSTER,LONDON,W2 1GT,5,fhrs_5_en-GB,2022-01-27,533,Westminster,0,0,0,FALSE,-0.1770725,51.5185007,
413344,01154/0005/0/000,Gail'S Bakery,Retailers - other,4613,5 CIRCUS ROAD,,LONDON,NW8 6NX,5,fhrs_5_en-GB,2021-12-09,533,Westminster,0,5,0,FALSE,-0.171694,51.5336595,
411879,00597/0017/0/000,Galleria Restaurant,Restaurant/Cafe/Canteen,1,17 NEW CAVENDISH STREET,,LONDON,W1G 9UA,5,fhrs_5_en-GB,2020-01-29,533,Westminster,0,0,0,FALSE,-0.1506059,51.5189227,
414785,OI01180/0001/0/000,Gallery Public House,Restaurant/Cafe/Canteen,1,1 LUPUS STREET,,LONDON,SW1V 3AS,5,fhrs_5_en-GB,2020-09-03,533,Westminster,0,5,0,FALSE,-0.1343152,51.4886651,
1402091,00919/0156/0/000,Games At The Vic,Restaurant/Cafe/Canteen,1,156 EDGWARE ROAD,,LONDON,W2 2DS,5,fhrs_5_en-GB,2012-09-12,533,Westminster,5,0,0,FALSE,-0.1655743,51.5173233,
410947,00129/0030/0/000,Garden Court Hotel,Hotel/bed & breakfast/guest house,7842,30-31 KENSINGTON GARDENS SQUARE,,LONDON,W2 4BG,5,fhrs_5_en-GB,2022-09-10,533,Westminster,0,5,0,FALSE,-0.190773,51.5143154,
413652,01333/0014/0/002,Garlic & Shots,Restaurant/Cafe/Canteen,1,"BASEMENT AND GROUND FLOOR, 14 FRITH STREET",,LONDON,W1D 4RD,4,fhrs_4_en-GB,2022-08-12,533,Westminster,5,5,10,FALSE,,,
412006,00626/0008/0/000,Garrick Arms,Restaurant/Cafe/Canteen,1,8-10 CHARING CROSS ROAD,,LONDON,WC2H 0HG,5,fhrs_5_en-GB,2023-05-09,533,Westminster,,,,FALSE,-0.1281254,51.5103558,
413682,01340/0015/0/000,Garrick Club,Restaurant/Cafe/Canteen,1,15 GARRICK STREET,,LONDON,WC2E 9AY,5,fhrs_5_en-GB,2014-12-08,533,Westminster,0,0,5,FALSE,-0.1262418,51.5113059,
412004,00626/0002/0/000,Garrick Theatre,Restaurant/Cafe/Canteen,1,2 CHARING CROSS ROAD,,LONDON,WC2H 0HH,4,fhrs_4_en-GB,2012-06-20,533,Westminster,0,5,10,FALSE,-0.127782,51.5099456,
411168,00232/0131/0/001,Garside House Nursing Home,Restaurant/Cafe/Canteen,1,"REGENCY STREET NURSING HOME, 131-151 REGENCY STREET",,LONDON,SW1P 4AH,5,fhrs_5_en-GB,2023-01-24,533,Westminster,0,0,5,FALSE,-0.1320238,51.4904541,
410834,00021/4000/0/002,Gateway Academy,Restaurant/Cafe/Canteen,1,"GATEWAY PRIMARY SCHOOL, CAPLAND STREET",,LONDON,NW8 8LN,5,fhrs_5_en-GB,2020-02-25,533,Westminster,5,0,5,FALSE,,,
1518680,22/00354/COMM,Gather & Gather By Ch&Co Catering,Other catering premises,7841,22 PAGE STREET,,LONDON,SW1P 4EN,5,fhrs_5_en-GB,2022-06-28,533,Westminster,5,5,5,FALSE,-0.127351,51.4941026,
414312,01598/0025/0/001,Gaucho,Restaurant/Cafe/Canteen,1,"GROUND FLOOR TO SECOND FLOOR, 25 SWALLOW STREET",,LONDON,W1B 4DN,5,fhrs_5_en-GB,2021-10-27,533,Westminster,5,5,5,FALSE,-0.138009,51.5097128,
413001,00998/0125/0/000,Gaucho Grill,Restaurant/Cafe/Canteen,1,125-126 CHANCERY LANE,,LONDON,WC2A 1PU,2,fhrs_2_en-GB,2023-02-15,533,Westminster,15,5,10,FALSE,-0.1113627,51.5142418,
414097,01524/0021/0/000,Gauthier,Restaurant/Cafe/Canteen,1,21 ROMILLY STREET,,LONDON,W1D 5AF,5,fhrs_5_en-GB,2022-03-09,533,Westminster,5,5,5,FALSE,-0.1314837,51.5128104,
412523,00859/0030/0/000,G-A-Y Bar,Restaurant/Cafe/Canteen,1,"BASEMENT TO FIRST FLOOR, 30 OLD COMPTON STREET",,LONDON,W1D 4UR,1,fhrs_1_en-GB,2021-11-22,533,Westminster,20,15,10,FALSE,,,
413708,01360/0005/0/000,G-A-Y Late,Restaurant/Cafe/Canteen,1,"ROYAL GEORGE, 133 CHARING CROSS ROAD",,LONDON,WC2H 0EA,5,fhrs_5_en-GB,2017-02-04,533,Westminster,0,5,0,FALSE,-0.1308634,51.5151491,
414121,01534/0002/0/000,Gelatorino,Restaurant/Cafe/Canteen,1,2 RUSSELL STREET,,LONDON,WC2B 5JD,3,fhrs_3_en-GB,2021-11-25,533,Westminster,5,10,10,FALSE,-0.1208401,51.5126404,
413206,01090/0007/0/001,Gelupo,Restaurant/Cafe/Canteen,1,"GROUND FLOOR, 7 ARCHER STREET",,LONDON,W1D 7AP,4,fhrs_4_en-GB,2020-01-29,533,Westminster,5,10,5,FALSE,,,
1099887,19/00036/COMM,Gemcorp Capital Llp,Restaurant/Cafe/Canteen,1,1 NEW BURLINGTON PLACE,,LONDON,W1S 2HR,5,fhrs_5_en-GB,2019-12-05,533,Westminster,5,5,5,FALSE,-0.1404885,51.5123732,
1095881,01507/0019/0/000,Genco Imports Limited,Importers/Exporters,14,19 QUEEN'S MEWS,,LONDON,W2 4BZ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1894698,51.513378,
908516,12/00131/COMM,Genji - Whole Foods Concession,Restaurant/Cafe/Canteen,1,"GROUND FLOOR CONCESSION 2, 12 GLASSHOUSE STREET",,LONDON,W1B 5AR,5,fhrs_5_en-GB,2022-05-09,533,Westminster,0,0,0,FALSE,-0.13559813,51.51042512,
411856,00580/4000/0/000,George Eliot Primary School,Restaurant/Cafe/Canteen,1,"GEORGE ELIOT JUNIOR & INFANT SCHOOL, MARLBOROUGH HILL",,LONDON,NW8 0NH,5,fhrs_5_en-GB,2023-03-30,533,Westminster,0,0,0,FALSE,,,
411810,00570/0028/0/000,George Iv Public House,Restaurant/Cafe/Canteen,1,"GEORGE IV, 28 PORTUGAL STREET",,LONDON,WC2A 2HE,3,fhrs_3_en-GB,2022-07-04,533,Westminster,10,5,10,FALSE,-0.1169078,51.5146816,
